Project Title,Activity Created By,Activity Created On,Activity Updated By,Activity Updated On,AMP ID,SIAFI Code,Objective,Organizations and Project ID,Project Description,Executing Sector,Status,Actual Approval Date,Current Completion Date,Final Date for Contracting,Original Completion Date,Proposed Completion Date,Proposed Start Date,Mancomunidad,Implementation Level,Region,Zone,Donor Agency,Donor Commitment Date,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Tertiary Sector,Responsible Organization,Executing Agency,Beneficiary Agency,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Primary Program,Primary Program Level 1,Primary Program Level 2,Primary Program Level 3,Secondary Program,Secondary Program Level 1,Secondary Program Level 2,Secondary Program Level 3,Secondary Program Level 4,2006 Actual Commitments,2006 Actual Disbursements,2006 Actual Expenditures,2006 Planned Commitments,2006 Planned Disbursements,2006 Planned Expenditures, 2007 Actual Commitments,2007 Actual Disbursements,2007 Actual Expenditures, 2007 Planned Commitments,2007 Planned Disbursements,2007 Planned Expenditures,2008 Actual Commitments,2008 Actual Disbursements,2008 Actual Expenditures,2008 Planned Commitments,2008 Planned Disbursements,2008 Planned Expenditures,2009 Actual Commitments,2009 Actual Disbursements,2009 Actual Expenditures,2009 Planned Commitments,2009 Planned Disbursements,2009 Planned Expenditures,2010 Actual Commitments,2010 Actual Disbursements,2010 Actual Expenditures,2010 Planned Commitments,2010 Planned Disbursements,2010 Planned Expenditures,2011 Actual Commitments,2011 Actual Disbursements,2011 Actual Expenditures,2011 Planned Commitments,2011 Planned Disbursements,2011 Planned Expenditures,2012 Actual Commitments,2012 Actual Disbursements,2012 Actual Expenditures,2012 Planned Commitments,2012 Planned Disbursements,2012 Planned Expenditures,2013 Actual Commitments,2013 Actual Disbursements,2013 Actual Expenditures,2013 Planned Commitments,2013 Planned Disbursements,2013 Planned Expenditures,2014 Actual Commitments,2014 Actual Disbursements,2014 Actual Expenditures,2014 Planned Commitments,2014 Planned Disbursements,2014 Planned Expenditures,Total Costs Actual Commitments,Total Costs Actual Disbursements,Total Costs Actual Expenditures,Total Costs Planned Commitments,Total Costs Planned Disbursements,Total Costs Planned Expenditures
  Organización y Fortalecimiento de la Secretaría de Coordinación General de Gobierno,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),06/10/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),06/10/2014,871711216785,,,ATN/OC-14590-HO (Banco Interamericano de Desarrollo),, ,Ejecución,28/08/2014,,,,,25/09/2014, ,Country/National, , ,Banco Interamericano de Desarrollo,25/09/2014,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/OC-14590-HO,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL, , ,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado, ,Banco Interamericano de Desarrollo,Secretaría de Coordinación General de Gobierno,Secretaría de Coordinación General de Gobierno,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo", , ,Plan de Nación,"Democracia, Ciudadanía y Gobernabilidad", , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,700000,0,0,0,0,0
  Mejoramiento de la Cobertura de agua en la Montaña Puca [PUCA 2011], ,09/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),07/10/2014,87171352729,,,1090-11 (Agencia Española de Cooperación Internacional para el Desarrollo),,Sector Público,Cierre,25/01/2012,25/01/2014,,25/07/2013,25/07/2013,25/01/2012, ,Sub-national," - R03 - Occidente
 - R16 - Región de Santa Bárbara"," - La Iguala
 - La Unión
 - Lepaera
 - San Rafael",Agencia Española de Cooperación Internacional para el Desarrollo,25/01/2012,España,Bilateral,Proyecto,1090-11," - Donación / No reembolsable
 - Intereses Devengados",400 - MULTISECTORIAL,430 - Otros multisectorial,43040 - Desarrollo rural," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 3 - AGROFORESTAL Y TURISMO"," - 15 - Agua y Saneamiento
 - 32 - Recursos Forestal y Ambiente", ,Agencia Española de Cooperación Internacional para el Desarrollo,Mancomunidad PUCA,Mancomunidad PUCA,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Desarrollo Regional, Recursos Naturales y ambiente", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.4 Agua Potable y Saneamiento Básico,4.4.1 Porcentaje de personas con acceso a un servicio adecuado de agua.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244572,232321.15,31122,0,0,0,0,0,140035,0,0,0,0,12250.85,73415,0,0,0,244572,244572,244572,0,0,0
  Proyecto Infraestructura Rural [PIR],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),07/10/2014,871711213058,BIP002500002900,,IDA 4099 (Banco Mundial),,Sector Público,Ejecución,16/11/2005,30/06/2016,,30/06/2012,30/06/2012,16/11/2005, ,Sub-national," - R01 - Valle de Sula
 - R02 - Valle de Comayagua
 - R03 - Occidente
 - R06 - Cordillera Nombre de Dios
 - R07 - Norte de olancho
 - R08 - Valles de Olancho
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Apacilagua
 - Campamento
 - Cane
 - Chinacla
 - Chinda
 - Concepción de Maria
 - Concepción del Norte
 - Copán Ruinas
 - Dolores Merendón
 - Duyure
 - El Corpus
 - El Paraíso
 - El Rosario
 - El Triunfo
 - Esquipulas del Norte
 - Fraternidad
 - Guata
 - Guayape
 - Jano
 - La Jigua
 - La Labor
 - La Paz
 - La Unión
 - Lucerna
 - Mangulile
 - Marcala
 - Namasigue
 - Nueva Arcadia
 - Petoa
 - Salamá
 - San Antonio
 - San Jerónimo
 - San José
 - San Luis
 - San Marcos
 - San Marcos de Colon
 - San Nicolás
 - San Pedro de Tutule
 - Santa Ana de Yusguare
 - Santa María
 - Santa Rita
 - Santiago de Puringla
 - Sensenti
 - Silca
 - Trinidad
 - Yocón",Banco Mundial," - 07/07/2005
 - 16/11/2005",Organismo Internacional,Multilateral,Proyecto,IDA 4099,Crédito,400 - MULTISECTORIAL,430 - Otros multisectorial,43040 - Desarrollo rural," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 2 - COMUNICACIONES Y ENERGÍA"," - 15 - Agua y Saneamiento
 - 21 - Vialidad", ,Banco Mundial,"Instituto de Desarrollo Comunitario, Agua y Saneamiento / Fondo Hondureño de Inversión Social", ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.2: Ampliar la relación Exportaciones/PIB al 75%, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,Tasa Nacional de Articulación Productiva (% de territorio con acceso a red vial primaria), , , , , , ,0,3201341.03,0,0,0,0,0,2291353.3,0,0,0,0,0,3455541,0,0,0,0,0,7649055.7,0,0,0,0,0,4677958.3,0,0,0,0,0,15889644.16,0,0,0,0,0,8753385.51,0,0,0,0,0,3677709.75,0,0,0,0,0,0,0,0,0,0,48690191.14,49595988.75,0,47180000,0,0
  Rehabilitación de Espacios públicos Colosuca Fase II, ,13/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),08/10/2014,87171352888,, ,1978-07 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,01/01/2008,01/03/2009,01/06/2009,,,01/01/2008, ,Sub-national," - R03 - Occidente
 - R14 - Región Lempa"," - Belén
 - Gracias
 - San Manuel Colohete
 - San Marcos de Caiquin
 - San Sebastián",Agencia Española de Cooperación Internacional para el Desarrollo,01/01/2008,España,Bilateral,Proyecto,1978-07," - Donación / No reembolsable
 - Intereses Devengados",400 - MULTISECTORIAL,430 - Otros multisectorial,43030 - Desarrollo y gestión urbanos,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,16 - Infraestructura Social,PUEBLOS INDÍGENAS,Agencia Española de Cooperación Internacional para el Desarrollo,Mancomunidad de Municipios Lencas del Centro de Lempira,Mancomunidad de Municipios Lencas del Centro de Lempira,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Desarrollo Regional, Recursos Naturales y ambiente", , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,149891,149891,149891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149891,149891,149891,0,0,0
  Fortalecimiento de las Juntas Administradoras de Agua y Energia de la mancomunidad de NASMAR,Iris Suyapa Amador [SRECI] (iris.amador@sre.gob.hn),28/01/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),08/10/2014,871711614636,,,0400124-2013 (Agencia Española de Cooperación Internacional para el Desarrollo),,Sector Público,Ejecución,11/11/2013,,,,,, ,Sub-national,R13 - Golfo de Fonseca," - Amapala
 - Goascorán
 - Marcovia
 - Nacaome
 - Namasigue
 - San Lorenzo", , ,España, ,Proyecto,0400124-2013," - Donación / No reembolsable
 - Intereses Devengados",230 - GENERACIÓN Y SUMINISTRO DE ENERGÍA,"23081 - Educación, formación temas energéticos", ,2 - COMUNICACIONES Y ENERGÍA,23 - Energía, ,Agencia Española de Cooperación Internacional para el Desarrollo,Mancomunidad de Municipios Costeros del Golfo de Fonseca, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103137,101805,15,0,0,0,103137,101805,15,0,0,0
  Apoyo a las acciones nacionales para alcanzar los MDG [Metas de Desarrollo del Milenio],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),21/10/2014,UNDP029,,,Award 00031614 (Programa de las Naciones Unidas para el Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,01/01/2004,31/12/2014,,31/12/2012,31/12/2013,01/01/2004, ,Country/National, , ," - Fondo ODM-España
 - Programa de las Naciones Unidas para el Desarrollo"," - 01/01/2004
 - 01/01/2013
 - 01/10/2013"," - España
 - Naciones Unidas"," - Bilateral
 - Multilateral",Proyecto,Award 00031614,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general", ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social,AGENDA DE EFECTIVIDAD DE LA AYUDA,Programa de las Naciones Unidas para el Desarrollo,Programa de las Naciones Unidas para el Desarrollo, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% de Hogares en Situación de Pobreza Extrema, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97012.58,97012.58,0,0,0,0,101481.67,101481.67,0,62814.55,62814.55,536994.13,518363.979,518363.98,0,0,0,0,18630.15,17837.07,0,0,0,1582946.4,1582946.4,1582153.319,0,62814.55,62814.55
  Promoviendo el Manejo Integrado de Ecosistemas y Recursos Naturales de Honduras,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),21/10/2014,UNDP009,,,Award 00034579 (Programa de las Naciones Unidas para el Desarrollo),,Sector Público,Cierre,01/06/2004,31/07/2014,,,30/06/2013,01/06/2004, ,Sub-national," - R09 - Biosfera Río Plátano
 - R10 - La Mosquitia
 - R12 - Región Centro
 - R13 - Golfo de Fonseca"," - Ahuas
 - Iriona
 - Maraita
 - Morolica
 - Nueva Armenia
 - Sabanagrande
 - San Buenaventura
 - San Lucas
 - Santa Ana
 - Texiguat
 - Vado Ancho
 - Yauyupe",Fondo Mundial del Ambiente,01/06/2004,Organismo Internacional,Multilateral,Asistencia Técnica,Award 00034579 [Fondos GEF],Donación / No reembolsable,400 - MULTISECTORIAL,410 - Protección general del medio ambiente,41010 - Política medioambiental y gestión administrativa,3 - AGROFORESTAL Y TURISMO,32 - Recursos Forestal y Ambiente,MEDIO AMBIENTE/ CAMBIO CLIMÁTICO,Programa de las Naciones Unidas para el Desarrollo," - Secretaría de Agricultura y Ganadería
 - Secretaría de Estado en los Despachos de Energía, Recursos Naturales, Ambiente y Minas /Instituto Nacional de Conservación y Desarrollo Forestal","Secretaría de Estado en los Despachos de Energía, Recursos Naturales, Ambiente y Minas /Instituto Nacional de Conservación y Desarrollo Forestal",Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.7: Llevar el índice Global de Riesgo Climático a un nivel superior a 50, ,Plan de Nación,"Desarrollo Regional, Recursos Naturales y ambiente",Índice Global de Riesgo Climático (posición de Honduras), ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,2.5 Sistema de Manejo de Riesgo,2.5.1 Número de municipios con PDM- OT registrados en el RENOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886851.5,886851.5,0,291756.68,291756.68,0,721974.499,721974.499,0,729700,729700,0,234221.729,234221.729,0,216656.34,216656.34,0,0,0,0,0,0,4207408.19,4206317.189,4206317.19,0,1238113.02,1238113.02
  Fortalecimiento de las Capacidades Nacionales e Incidencia para el Desarrollo Humano Sostenible y el Logro de las Metas del Milenio en Honduras,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),27/10/2014,UNDP010,,,Award 00034776 (Programa de las Naciones Unidas para el Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,15/06/2004,31/12/2014,,,31/12/2012,15/06/2004, ,Country/National, , ," - Agencia Sueca de Desarrollo Internacional
 - Fondo de Población de las Naciones Unidas
 - Fondo de las Naciones Unidas para la Infancia
 - Gobierno de España
 - Programa de las Naciones Unidas para el Desarrollo"," - 15/06/2004
 - 01/01/2013
 - 01/10/2013
 - 01/01/2014"," - España
 - Naciones Unidas
 - Suecia"," - Bilateral
 - Multilateral",Proyecto," - 4000
 - [Fondos ASDI]
 - [Fondos España]
 - [Fondos UNFPA]
 - [Fondos UNICEF]",Donación / No reembolsable,400 - MULTISECTORIAL,410 - Protección general del medio ambiente, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social," - AGENDA DE EFECTIVIDAD DE LA AYUDA
 - COMPETITIVIDAD E INNOVACIÓN",Programa de las Naciones Unidas para el Desarrollo,Programa de las Naciones Unidas para el Desarrollo, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% de Hogares en Situación de Pobreza Extrema, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344044.37,185293.84,0,0,0,0,170792.529,170792.529,0,189922.17,189922.17,91477.39,91477.39,91477.39,0,0,0,123687,56209.13,56209.13,0,0,0,4616042.83,4548564.96,1200444.89,0,189922.17,189922.17
  Mercado para Biodiversidad Centroamericana (CAMBio),ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),27/10/2014,UNDP033,,,Award 00043770 (Programa de las Naciones Unidas para el Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,01/07/2006,31/12/2014,,,31/12/2013,01/07/2006, ,Country/National, , ,Fondo Mundial del Ambiente,01/07/2006,Organismo Internacional,Multilateral,Proyecto,[Fondos GEF],Donación / No reembolsable,400 - MULTISECTORIAL,410 - Protección general del medio ambiente,41030 - Biodiversidad,3 - AGROFORESTAL Y TURISMO,32 - Recursos Forestal y Ambiente,MEDIO AMBIENTE/ CAMBIO CLIMÁTICO,Programa de las Naciones Unidas para el Desarrollo,Banco Centroamericano de Integración Económica, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.7: Llevar el índice Global de Riesgo Climático a un nivel superior a 50, ,Plan de Nación,Adaptación y Mitigación al Cambio Climático,Sin indicadores, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,2.5 Sistema de Manejo de Riesgo,2.5.1 Número de municipios con PDM- OT registrados en el RENOT,3153114.05,1644237.95,1644237.95,2591714.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74289.18,-74289.18,0,0,0,0,171374.7,171374.7,0,991961.26,991961.26,0,1265357.72,1265357.72,0,29804.87,29804.87,0,114321.269,-75204.63,0,0,0,3153114.05,3121002.46,2931476.56,2591714.9,1021766.13,1021766.13
  Asistencia Técnica Electoral,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),27/10/2014,UNDP003,,,Award 00050266 (Programa de las Naciones Unidas para el Desarrollo),,Sector Público,Ejecución,01/07/2008,31/08/2014,,,30/06/2014,01/07/2008, ,Country/National, , ," - Agencia Sueca de Desarrollo Internacional
 - Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres
 - Programa de las Naciones Unidas para el Desarrollo"," - 01/07/2008
 - 01/04/2012
 - 01/10/2013"," - Naciones Unidas
 - Suecia"," - Bilateral
 - Multilateral",Asistencia Técnica," - Award 00050266
 - [Fondos ASDI]
 - [Fondos ONUMUJERES]",Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general", ,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad,COMPETITIVIDAD E INNOVACIÓN,Programa de las Naciones Unidas para el Desarrollo,Tribunal Supremo Electoral,Tribunal Supremo Electoral,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia",Meta 2.1: Siete procesos electorales democráticos continuos y transparentes celebrados a partir de 2009, ,Plan de Nación,"Democracia, Ciudadanía y Gobernabilidad",% de ciudadanos en cargos de elección popular presentando informes públicos sobre su contribución al logro de las metas del Plan de Nación, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1477543.95,1228621.68,1228621.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76622.85,76622.85,0,0,0,25000.27,135771.28,135771.28,0,83226.92,83226.92,60926.85,122455.26,122455.26,0,0,0,0,0,0,0,0,0,1563471.07,1563471.07,1563471.07,0,83226.92,83226.92
  Cadena de Valor Cacao,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),11/02/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,871711214832,,,7F-08756.01.01 (Cooperación Suiza para el Desarrollo y la Cooperación), ,Sector Privado,Cierre,,30/04/2014,,,30/04/2014,01/09/2013, ,Country/National, , ,Cooperación Suiza para el Desarrollo y la Cooperación,01/09/2013,Suiza,Bilateral,Proyecto,7F-08756.01.01,Donación / No reembolsable,311 - AGRICULTURA, , ,3 - AGROFORESTAL Y TURISMO,"31 - Agricultura, Agroindustria y Ganadería", ,Cooperación Suiza para el Desarrollo y la Cooperación,Fundación para el Desarrollo Empresarial Rural, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,70000,0,0,0,0,0,20000,0,0,0,0,96000,90000,0,0,0,0
  Contribución al proyecto Educación para el Desarrollo Económico Rural “EDUCAR”,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),02/08/2013,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,871711210977,,,7F-05826.02.03 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Privado,Ejecución,01/05/2013,31/12/2014,,,31/12/2014,01/05/2013, ,Sub-national," - R02 - Valle de Comayagua
 - R03 - Occidente
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Ajuterique
 - Azacualpa
 - Candelaria
 - Concepción [Intibucá]
 - Concepción de Maria
 - Gracias
 - Guarita
 - Jesús de Otoro
 - La Libertad
 - La Unión
 - La Virtud
 - Lamaní
 - Lepaera
 - Macuelizo
 - Marcala
 - Meámbar
 - Ojos de Agua
 - San Francisco
 - San Francisco del Valle
 - San Jerónimo
 - San José
 - San Marcos de la Sierra
 - San Pedro de Tutule
 - San Rafael
 - Tomalá
 - Yamaranguila
 - Yarula",Cooperación Suiza para el Desarrollo y la Cooperación,01/05/2013,Suiza,Bilateral,Proyecto,7F-05826.02.03,Donación / No reembolsable,110 - EDUCACIÓN,"111 - Educación, nivel no especificado", ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura, ,Cooperación Suiza para el Desarrollo y la Cooperación,RED de Institutos Técnicos Comunitarios, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social", , ,Plan de Nación,Educación y Cultura como medios de emancipación social, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,150000,0,0,0,0,0,30000,0,0,0,0,200000,180000,0,0,0,0
  Aporte al Fondo ACI-ERP [Apoyo a organizaciones de la Sociedad Civíl y movimientos de base en Honduras],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,ASDC009,,,7F-02653.03 / 7F-02653.04.02 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Privado,Ejecución,01/12/2009,31/12/2014,,,31/12/2012,01/12/2009, ,Country/National, , ,Cooperación Suiza para el Desarrollo y la Cooperación," - 01/12/2009
 - 01/03/2013",Suiza,Bilateral,Proyecto," - 7F-02653.03
 - 7F-02653.04.02",Donación / No reembolsable,500 - AYUDA EN FORMA DE SUMINISTRO DE BIENES Y AYUDA GENERAL PARA PROGRAMAS,510 - Apoyo presupuestario general,51010 - Ayuda relacionada con el apoyo presupuestario general,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad,AGENDA DE EFECTIVIDAD DE LA AYUDA,Cooperación Suiza para el Desarrollo y la Cooperación,Caridad Irlandesa Trabajando para un Mundo Justo,Fondo ACI-ERP,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social"," - Meta 1.1: Erradicar la pobreza extrema
 - Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza", ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades"," - % Hogares  en Situación de Pobreza
 - % de Hogares  en Situación de Pobreza Extrema", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,150000,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,150000,0,0,100000,0,315000,200000,0,0,0,0,0,75000,0,0,0,0,715000,675000,0,0,100000,0
  Encuesta de Hogares para la Medición de Pobreza,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),21/11/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,87171126100,,,7F-02653.04.09 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Privado,Ejecución,01/09/2012,30/09/2014,,,01/12/2012,01/09/2012, ,Country/National, , ,Cooperación Suiza para el Desarrollo y la Cooperación," - 01/09/2012
 - 30/04/2014",Suiza,Bilateral,Proyecto,7F-02653.04.09,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16050 - Ayuda multisectorial para servicios sociales básicos, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social,AGENDA DE EFECTIVIDAD DE LA AYUDA,Cooperación Suiza para el Desarrollo y la Cooperación,Foro Social de la Deuda Externa de Honduras, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% Hogares en Situación de Pobreza, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000,100000,0,0,0,0,0,165000,0,0,0,0,25000,90000,0,0,0,0,355000,355000,0,0,0,0
