Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Approval Date,Actual Completion Date,Actual Start Date,Proposed Approval Date,Proposed Completion Date,Proposed Start Date,Country,District,Region,Zone,Donor Agency,Cumulative Commitment,Cumulative Disbursement,Donor Group,Primary Sector,Primary Sector sub-sector,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned disbursements
 ,"A030898-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds santé et éducation - phase I / (Source : MAECD / A030898-001),Operationally closed,,,,,30/06/2012,30/06/2002,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",12096774.19,12063148.19,Canada," - 110 - EDUCATION
 - 120 - SANTE"," - 112 - Éducation de base
 - 122 - Santé de base", ,275885.08, , , ,23310.483, , , , , , , , , , ,12096774.19,12063148.19, , 
  ,"A032552-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds Bati lavi / (Source : MAECD / A032552-001),Operationally closed,,,,,30/06/2011,30/06/2007,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",10080645.16,9992638.104,Canada," - 140 - EAU ET ASSAINISSEMENT
 - 160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS"," - 14030 - Distribution d’eau potable de base et assainissement de base
 - 16010 - Services sociaux", ,4849423.387, , , , , , , , , , , , , , ,10080645.16,9992638.104, , 
  ,"A032565-001 (Affaires étrangères, Commerce et Développement Canada )", ,Appui à la stabilisation en Haïti - Appel des Nations Unies / (Source : MAECD / A032565-001),Operationally closed,,22/05/2012,,,30/06/2011,30/06/2007,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",9285138.104,9285138.104,Canada," - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 13020 - Soins en matière de fertilité
 - 151 - Gouvernement et société civile, général
 - 430 - Autres multi secteurs", , , , , ,15869.959, , , , , , , , , , ,9285138.104,9285138.104, , 
  ,"A032894-001 (Affaires étrangères, Commerce et Développement Canada )",,Mission internationale d'observation des élections / (Source : MAECD / A032894-001),Operationally closed,,30/06/2009,,,30/06/2009,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",8832436.491,8832436.491,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,8832436.491,8832436.491, , 
  ,"A032605-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui à la réduction de la mortalité maternelle / (Source : MAECD / A032605-001),Operationally closed,,,,,14/05/2008,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",8266129.032,6659278.225,Canada," - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA"," - 122 - Santé de base
 - 13010 - Politique/programmes en matière de population et gestion administrative
 - 13020 - Soins en matière de fertilité
 - 13030 - Planification familiale
 - 13081 - Formation de personnel  en matière de population et de santé et fertilité", , , , , , , , , , , , , , , , ,8266129.032,6659278.225, , 
 ,"A032546-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds développement économique et emplois (FODEM) / (Source : MAECD / A032546-001),Operationally closed,,,,,30/06/2012,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",7056451.612,7042683.467,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,346811.491, , , ,136695.564, , , , , , , , , , ,7056451.612,7042683.467, , 
 ,"M013282-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Programme de secours et de redressement intégré de Vision Mondiale 2010 / (Source : MAECD / M013282-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",6854838.709,6854838.709,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,1280241.935, , , , , , , , , , , , , , ,6854838.709,6854838.709, , 
  ,"A032549-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui au développement local et à l'agroforesterie de Nippes / ( Source : MAECD / A032549-001),Operationally closed,,30/03/2012,,,30/06/2011,30/06/2005,Haiti, ,Nippes, ,"Affaires étrangères, Commerce et Développement Canada",6131925.403,6131924.395,Canada," - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE
 - 312 - SYLVICULTURE"," - 151 - Gouvernement et société civile, général
 - 31120 - Développement agricole
 - 31161 - Production agricole
 - 31220 - Développement sylvicole", ,430346.774, , , ,285151.209, , , , , , , , , , ,6131925.403,6131924.395, , 
  ,"A033455-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds développement et emplois - phase II (FODEM II) / (Source : MAECD / A033455-001),Operationally closed,,,,,16/08/2012,30/06/2006,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",6048387.096,5742697.58,Canada," - 140 - EAU ET ASSAINISSEMENT
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE"," - 14030 - Distribution d’eau potable de base et assainissement de base
 - 151 - Gouvernement et société civile, général
 - 31120 - Développement agricole", ,1281596.774, , , , , , , , , , , , , , ,6048387.096,5742697.58, , 
  ,"A034461-001 (Affaires étrangères, Commerce et Développement Canada )", ,Relance de la production agricole et sécurité alimentaire / (Source : MAECD / A034461-001),Operationally closed,,,,,30/06/2011,30/06/2008,Haiti, ," - Artibonite
 - Centre
 - Nord
 - Nord-Est
 - Ouest
 - Sud-Est", ,"Affaires étrangères, Commerce et Développement Canada",5086619.959,5086619.959,Canada,311 - AGRICULTURE," - 31110 - Politique agricole et gestion administrative
 - 31130 - Ressources en terres cultivables
 - 31140 - Ressources en eau à usage agricole
 - 31150 - Produits à usage agricole
 - 31161 - Production agricole
 - 31166 - Vulgarisation agricole
 - 31191 - Services agricoles", ,2620632.056, , , ,46549.395, , , , , , , , , , ,5086619.959,5086619.959, , 
  ,"A032550-001 (Affaires étrangères, Commerce et Développement Canada )",,Développement local - Communes de Marmelade et de Plaisance / (Source : MAECD / A032550-001),Operationally closed,,,,,01/01/2011,30/06/2005,Haiti,Plaisance du Sud,Nippes,L'Anse à Veau,"Affaires étrangères, Commerce et Développement Canada",5040322.58,5040322.58,Canada," - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 151 - Gouvernement et société civile, général
 - 31161 - Production agricole
 - 430 - Autres multi secteurs", ,504032.258, , , , , , , , , , , , , , ,5040322.58,5040322.58, , 
  ,"A032970-001 (Affaires étrangères, Commerce et Développement Canada )",,Réhabilitation des installations électriques / (Source : MAECD / A032970-001),Operationally closed,,,,,22/11/2012,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",5040322.58,5031531.25,Canada,230 - ENERGIE (PRODUCTION ET DISTRIBUTION)," - 23020 - Production d’énergie (sources non renouvelables)
 - 23030 - Production d’énergie (sources renouvelables)", ,850957.661, , , ,415668.346, , , ,79168.346, , , , , , ,5040322.58,5031531.25, , 
  ,"A032542-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds d'appui à la démocratie et à la paix (FDP) / (Source : MAECD / A032542-001),Operationally closed,,,30/06/2006,,30/06/2012,30/06/2006,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",5040322.58,4924840.725,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,1845985.887, , , ,358697.58, , , , , , , , , , ,5040322.58,4924840.725, , 
  ,"A033897-001 (Affaires étrangères, Commerce et Développement Canada )",,Unité d'appui au programme - Haïti - 2007-2009 / (Source : MAECD / A033897-001),Operationally closed,,,,,30/06/2011,30/06/2007,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",5038611.895,5038611.895,Canada,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, , , , , , , , , , , , , , , , ,5038611.895,5038611.895, , 
  ,"A032544-001 (Affaires étrangères, Commerce et Développement Canada )",,Unité d'appui (UAPC) - phase V / (Source : MAECD / A032544-001),Operationally closed,,,,,30/06/2011,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",4992256.048,4992256.048,Canada,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, , , , , , , , , , , , , , , , ,4992256.048,4992256.048, , 
  ,"A032087-001 (Affaires étrangères, Commerce et Développement Canada )",,Assistance technique (Jacmel) - phase III / (Source : MAECD / A032087-001),Operationally closed,,,,,31/03/2011,11/03/2005,Haiti, ,Sud-Est, ,"Affaires étrangères, Commerce et Développement Canada",4931396.169,4931396.169,Canada,230 - ENERGIE (PRODUCTION ET DISTRIBUTION),23010 - Politique de l’énergie et gestion administrative, , , , , , , , , , , , , , , , ,4931396.169,4931396.169, , 
  ,"A031367-001 (Affaires étrangères, Commerce et Développement Canada )",,"Fonds d'appui, justice et droits humains - phase II / (Source : MAECD / A031367-001)",Operationally closed,,,,,30/06/2011,30/06/2001,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",4918340.725,4918340.725,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,4918340.725,4918340.725, , 
 ,"S065314-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui à la sécurité alimentaire / (Source : MAECD / S065314-001),Operationally closed,,,,,30/12/2012,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",4903247.983,4903247.983,Canada,311 - AGRICULTURE,31120 - Développement agricole,4903247.983,2179522.177, , , , , , , ,2723725.806, , , , , , ,4903247.983,4903247.983, , 
  ,"A034462-001 (Affaires étrangères, Commerce et Développement Canada )",,Contribution à la sécurité alimentaire / (Source : MAECD / A034462-001),Operationally closed,,,,,13/08/2011,30/06/2008,Haiti, ," - Artibonite
 - Nord
 - Nord-Est", ,"Affaires étrangères, Commerce et Développement Canada",4703125,4663657.258,Canada,311 - AGRICULTURE," - 31130 - Ressources en terres cultivables
 - 31140 - Ressources en eau à usage agricole
 - 31161 - Production agricole
 - 31162 - Production industrielle de récoltes/récoltes destinées à l’exportation
 - 31191 - Services agricoles", ,2245055.443, , , ,100687.5, , , , , , , , , , ,4703125,4663657.258, , 
  ,"A033886-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui au développement dans Bel Air / (Source : MAECD / A033886-001),Operationally closed,,19/10/2011,,,19/10/2011,30/06/2008,Haiti,Port-au-Prince,Ouest,Port-au-Prince Arrondissement,"Affaires étrangères, Commerce et Développement Canada",4656190.524,4656190.524,Canada," - 110 - EDUCATION
 - 140 - EAU ET ASSAINISSEMENT"," - 112 - Éducation de base
 - 14030 - Distribution d’eau potable de base et assainissement de base", ,1206368.951, , , ,2891.129, , , , , , , , , , ,4656190.524,4656190.524, , 
  ,"A020195-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds Kore Famn (FKF) - phase II / (Source : MAECD / A020195-001),Operationally closed,,,,,30/06/2011,30/06/2003,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",4647682.459,4647682.459,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,4647682.459,4647682.459, , 
 ,"M013278-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Traitement des décombres du tremblement de terre par le PNUD 2010-2011 / (Source : MAECD / M013278-001),Operationally closed,,,,,30/12/2013,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",4032258.064,4032258.064,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,1461693.548, , , ,1058467.741, , , , , , , , , , ,4032258.064,4032258.064, , 
  ,"A033069-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui au Parlement haïtien / (Source : MAECD / A033069-001),Operationally closed,,,,,15/03/2011,30/06/2006,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3699283.266,3699284.274,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,581951.612, , , , , , , , , , , , , , ,3699283.266,3699284.274, , 
  ,"A032551-001 (Affaires étrangères, Commerce et Développement Canada )",,Développement local - Nord-Est / (Source : MAECD / A032551-001),Operationally closed,,,,,30/06/2011,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3679435.483,3679435.483,Canada," - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 151 - Gouvernement et société civile, général
 - 31161 - Production agricole
 - 430 - Autres multi secteurs", ,151209.677, , , , , , , , , , , , , , ,3679435.483,3679435.483, , 
  ,"M013256-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Réapprovisonnement de fournitures d'urgence - Croix-Rouge canadienne 2010 / (Source : MAECD / M013256-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3225806.451,3225806.451,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,1209677.419, , , , , , , , , , , , , , ,3225806.451,3225806.451, , 
 ,"M013507-001 (Affaires étrangères, Commerce et Développement Canada )",,"Coordination et gestion des camps, des abris d'urgence et de l'eau en Haïti - Appel de l'OIM 2011 / (Source : MAECD / M013507-001)",Operationally closed,,,,,31/12/2011,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3024193.548,3024193.548,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence,3024193.548,3024193.548, , , , , , , , , , , , , , ,3024193.548,3024193.548, , 
  ,"A034455-001 (Affaires étrangères, Commerce et Développement Canada )",,Centre de gestion des fonds locaux - phase III / (Source : MAECD / A034455-001),Operationally closed,,22/05/2012,,,22/05/2012,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3020613.911,2984323.588,Canada," - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 151 - Gouvernement et société civile, général
 - 430 - Autres multi secteurs", ,1071528.225, , , ,110163.306, , , , , , , , , , ,3020613.911,2984323.588, , 
  ,"A034645-001 (Affaires étrangères, Commerce et Développement Canada )",,Unité d'appui au programme - Haïti - 2009-2010 / (Source : MAECD / A034645-001),Operationally closed,,,,,30/06/2011,30/06/2009,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2966177.419,2966177.419,Canada,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,1749549.395, , , , , , , , , , , , , , ,2966177.419,2966177.419, , 
  ,"A032554-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui aux médias / (Source : MAECD / A032554-001),Operationally closed,,,,,30/06/2009,30/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2001521.169,2001521.169,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,2001521.169,2001521.169, , 
  ,"S065291-001 (Affaires étrangères, Commerce et Développement Canada )", ,"Haïti : Réhabilitation et reconstruction en éducation, santé et eau potable / (Source : MAECD / S065291-001)",Operationally closed,,,,,30/09/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1986200.604,1886890.12,Canada," - 110 - EDUCATION
 - 120 - SANTE"," - 111 - Éducation, niveau non spécifié
 - 122 - Santé de base",1986200.604,471722.782, , , ,1415167.338, , , , , , , , , ,99310.483,1986200.604,1886890.12, ,99310.483
  ,"A032551-002 (Affaires étrangères, Commerce et Développement Canada )",,Développement local - Nord-Est - Adaptation aux changements climatiques / (Source : MAECD / A032551-002),Operationally closed,,31/05/2012,,,30/06/2011,30/06/2010,Haiti, ,Nord-Est, ,"Affaires étrangères, Commerce et Développement Canada",1915322.58,1915322.58,Canada," - 140 - EAU ET ASSAINISSEMENT
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 14015 - Protection des ressources en eau
 - 14040 - Aménagement de bassins fluviaux
 - 151 - Gouvernement et société civile, général
 - 31161 - Production agricole
 - 410 - Protection de l’environnement, général
 - 430 - Autres multi secteurs", ,1915322.58, , , , , , , , , , , , , , ,1915322.58,1915322.58, , 
  ,"S065319-001 (Affaires étrangères, Commerce et Développement Canada )", ,Appui à la santé maternelle et périnatale par la formation initiale et continue / (Source : MAECD / S065319-001),Operationally closed,,,,,03/03/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1567229.838,1567229.838,Canada,120 - SANTE," - 121 - Santé, général
 - 122 - Santé de base",1567229.838, , , , ,1294195.564, , , ,273034.274, , , , , , ,1567229.838,1567229.838, , 
  ,"A034462-002 (Affaires étrangères, Commerce et Développement Canada )",,Sécurité alimentaire - Adaptation aux changements climatiques / (Source : MAECD / A034462-002),Operationally closed,,,,,14/06/2012,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1557110.887,1506685.483,Canada," - 140 - EAU ET ASSAINISSEMENT
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 14040 - Aménagement de bassins fluviaux
 - 410 - Protection de l’environnement, général", ,1506685.483, , , , , , , , , , , , , , ,1557110.887,1506685.483, , 
  ,"A032549-002 (Affaires étrangères, Commerce et Développement Canada )",,Appui au développement local et à l'agroforesterie de Nippes - Adaptation au changement climatique / (Source : MAECD / A032549-002),Operationally closed,,30/03/2012,,,30/06/2012,30/06/2010,Haiti, ,Nippes, ,"Affaires étrangères, Commerce et Développement Canada",1517485.887,1517485.887,Canada," - 140 - EAU ET ASSAINISSEMENT
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 14040 - Aménagement de bassins fluviaux
 - 151 - Gouvernement et société civile, général
 - 410 - Protection de l’environnement, général", ,1506187.5, , , ,11298.387, , , , , , , , , , ,1517485.887,1517485.887, , 
  ,"A035159-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Appui à la Commission intérimaire pour la reconstruction d'Haïti / (Source : MAECD / A035159-001),Operationally closed,,,,,04/06/2012,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1512096.774,1512096.774,Canada,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, ,1512096.774, , , , , , , , , , , , , , ,1512096.774,1512096.774, , 
  ,"S065296-001 (Affaires étrangères, Commerce et Développement Canada )", ,Fournir des services de santé maternelle et infantile à Léogâne / (Source : MAECD / S065296-001),Operationally closed,,,,,28/03/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1182425.403,1182425.403,Canada,120 - SANTE,122 - Santé de base,1182425.403,699181.451, , , ,483243.951, , , , , , , , , , ,1182425.403,1182425.403, , 
  ,"M013363-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Appui aux collectivités d'accueil - CECI 2010 / (Source : MAECD / M013363-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1108870.967,1108870.967,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, , , , , ,1108870.967, , , , , , , , , , ,1108870.967,1108870.967, , 
  ,"S065294-001 (Affaires étrangères, Commerce et Développement Canada )", ,Appui à l'éducation de base dans la région de Labrousse / (Source : MAECD / S065294-001),Operationally closed,,,,,28/03/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1015265.12,1015265.12,Canada," - 110 - EDUCATION
 - 120 - SANTE
 - 700 - AIDE HUMANITAIRE"," - 111 - Éducation, niveau non spécifié
 - 121 - Santé, général
 - 740 - Prévention des catastrophes et préparation à leur survenue",1015265.12,285696.572, , , ,422379.032, , , ,307189.516, , , , , , ,1015265.12,1015265.12, , 
  ,"M013366-001 (Affaires étrangères, Commerce et Développement Canada )",,Tremblement de terre en Haïti - Médecins du Monde Canada 2010 / (Source : MAECD / M013366-001),Operationally closed,,,,,30/06/2012,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1008064.516,1008064.516,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,1008064.516, , , , , , , , , , , , , , ,1008064.516,1008064.516, , 
  ,"M013368-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Gestion des déchets liquides - Vision Mondiale Canada 2010 / (Source : MAECD / M013368-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",907258.064,907258.064,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,907258.064, , , , , , , , , , , , , , ,907258.064,907258.064, , 
  ,"M013365-001 (Affaires étrangères, Commerce et Développement Canada )",,Tremblement de terre en Haïti - Oxfam-Québec 2010 / (Source : MAECD / M013365-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",907258.064,907258.064,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,907258.064, , , , , , , , , , , , , , ,907258.064,907258.064, , 
 ,"S063681-Z02 (Affaires étrangères, Commerce et Développement Canada )",,Programme 2007-2012 - Haïti / (Source : MAECD / S063681-Z02 ),Operationally closed,,,,,17/02/2012,10/02/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",757007.056,757007.056,Canada," - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 240 - BANQUES ET SERVICES FINANCIERS
 - 311 - AGRICULTURE"," - 151 - Gouvernement et société civile, général
 - 24040 - Intermédiaires financiers du secteur informel et semi formel
 - 31194 - Coopératives agricoles",605797.379,151209.677, , , ,605797.379, , , , , , , , , , ,757007.056,757007.056, , 
  ,"S064772-001 (Affaires étrangères, Commerce et Développement Canada )",,Soins de santé et education durables à Haut de St-Marc / (Source : MAECD / S064772-001),Operationally closed,,,,,30/05/2012,30/06/2010,Haiti,Saint-Marc,Artibonite,Saint-Marc Arrondissement,"Affaires étrangères, Commerce et Développement Canada",504032.258,504032.258,Canada," - 110 - EDUCATION
 - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA"," - 112 - Éducation de base
 - 113 - Éducation secondaire
 - 121 - Santé, général
 - 122 - Santé de base
 - 13010 - Politique/programmes en matière de population et gestion administrative
 - 13020 - Soins en matière de fertilité
 - 13030 - Planification familiale
 - 13040 - Lutte contre les MST et VIH/sida
 - 13081 - Formation de personnel  en matière de population et de santé et fertilité",76311.491,190825.604, , , ,76311.491, , , , , , , , , , ,504032.258,504032.258, , 
  ,"M013364-001 (Affaires étrangères, Commerce et Développement Canada )",,Tremblement de terre en Haïti - Handicap International Canada 2010 / (Source : MAECD / M013364-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",504032.258,504032.258,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,504032.258, , , , , , , , , , , , , , ,504032.258,504032.258, , 
  ,"S064700-001 (Affaires étrangères, Commerce et Développement Canada )",,Formation en gouvernance et gestion des hôpitaux / (Source : MAECD / S064700-001),Operationally closed,,,,,30/06/2012,30/06/2009,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",503985.887,503985.887,Canada," - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA
 - 140 - EAU ET ASSAINISSEMENT
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE"," - 121 - Santé, général
 - 122 - Santé de base
 - 13081 - Formation de personnel  en matière de population et de santé et fertilité
 - 14050 - Traitement des déchets
 - 151 - Gouvernement et société civile, général",236848.79, , , , ,236848.79, , , , , , , , , , ,503985.887,503985.887, , 
  ,"A034007-001 (Affaires étrangères, Commerce et Développement Canada )",,Banque de données en éducation / (Source : MAECD / A034007-001),Operationally closed,,,,,30/06/2011,30/06/2008,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",497502.016,497502.016,Canada,110 - EDUCATION,"111 - Éducation, niveau non spécifié", ,77132.056, , , , , , , , , , , , , , ,497502.016,497502.016, , 
  ,"M013367-001 (Affaires étrangères, Commerce et Développement Canada )",,Tremblement de terre en Haïti - Plan International Canada 2010 / (Source : MAECD / M013367-001),Operationally closed,,,,,30/06/2012,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",468750,468750,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,468750, , , , , , , , , , , , , , ,468750,468750, , 
  ,"S064774-001 (Affaires étrangères, Commerce et Développement Canada )", ,Soins de santé maternelle à Cité Soleil / (Source : MAECD / S064774-001),Operationally closed,,,,,30/06/2012,30/06/2010,Haiti,Cité Soleil,Ouest,Port-au-Prince Arrondissement,"Affaires étrangères, Commerce et Développement Canada",453629.032,453629.032,Canada," - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA"," - 121 - Santé, général
 - 122 - Santé de base
 - 13020 - Soins en matière de fertilité
 - 13030 - Planification familiale
 - 13040 - Lutte contre les MST et VIH/sida
 - 13081 - Formation de personnel  en matière de population et de santé et fertilité",180325.604,129987.903, , , ,180325.604, , , , , , , , , , ,453629.032,453629.032, , 
  ," - S063724-001 (Affaires étrangères, Commerce et Développement Canada )
 - S063724-002 (Affaires étrangères, Commerce et Développement Canada )",,Travailler ensemble pour la prestation de soins de santé durables / (Source : MAECD / S063724-001 et S063724-002),Operationally closed,,,,,30/06/2011,30/06/2008,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",372983.87,372983.87,Canada,120 - SANTE," - 121 - Santé, général
 - 122 - Santé de base", , , , , , , , , , , , , , , , ,372983.87,372983.87, , 
 ,"S063336-PRG (Affaires étrangères, Commerce et Développement Canada )",,Terre sans frontières - Programme 2006-2011 - %Haiti (Source : MAECD / S063336-PRG),Operationally closed,,,,,08/11/2011,14/02/2006,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",370312.5,370312.5,Canada," - 110 - EDUCATION
 - 120 - SANTE
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE"," - 112 - Éducation de base
 - 122 - Santé de base
 - 151 - Gouvernement et société civile, général
 - 31181 - Éducation et formation dans le domaine agricole",25947.58, , , , ,25947.58, , , , , , , , , , ,370312.5,370312.5, , 
