AGENCE,PROJET,DESCRIPTION,OBJECTIFS GENERAUX,RESULTATS,STATUT,ASPECT GENRE,NIVEAU D'INTERVENTION,REGION,SECTEUR BUDGET,SECTEUR OCDE,MAFSAN,PRIORITE NATIONALE,MINISTERE DE TUTELLE,AGENCE D'EXECUTION,INSCRIPTION LOI DES FINANCES,2009 Engagements Effectifs,2009 Decaissements Effectifs,2009 Decaissements Prevus,2010 Engagements Effectifs,2010 Decaissements Effectifs,2010 Decaissements Prevus,2011 Engagements Effectifs,2011 Decaissements Effectifs,2011 Decaissements Prevus,2012 Engagements Effectifs,2012 Decaissements Effectifs,2012 Decaissements Prevus,2013 Engagements Effectifs,2013 Decaissements Effectifs,2013 Decaissements Prevus,2014 Engagements Effectifs,2014 Decaissements Effectifs,2014 Decaissements Prevus,2015 Decaissements Prevus,2016 Decaissements Prevus,2017 Decaissements Prevus,2018 Decaissements Prevus,2019 Decaissements Prevus,Total Disbursements,Total Commitments,Planned Disbursements
PNUD : Programme des Nations Unies pour le Developpement,APPUI A LA PROMOTION ET PROTECTION DES DROITS HUMAINS,* Evaluation de la performance des cliniques juridiques * Conception et mise en oeuvre d'un mecanisme de deploiement et de perennisation des cliniques juridiques * Disponibilite d'un document sur les aspects constitutionnels de l'internalisation des droits humains * Point sur les normes internationales non encore internalisees * Evaluation de l'application des normes internationales a Madagascar * Evaluation de la contribution de la societe civile a la promotion et a la protection des droits de l'Homme * Formation de la societe civile a la promotion et a la protection des droits de l'Homme * Strategie de sensibilisation de la population,Les citoyens sont capables de reclamer leurs droits aux obligataires,"* Les cliniques juridiques sont maintenues et un mecanisme pour leur perennisation est conçu * Les normes internationales sur les droits a la vie, l'interdiction de la torture, la protection des enfants sont internalisees * La societe civile est formee pour contribuer a la defense des droits humains * Les populations sont formees sur les droits et devoirs et sur les mecanismes de recours existants",Cloture,Non Genre,National, ,ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance,Ministere de la Justice,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,346287,429730,0,0,45527,250000,0,60412,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535669,346287,650000
PNUD : Programme des Nations Unies pour le Developpement,REFORME DE L'ADMINISTRATION PUBLIQUE,"* La qualite de prestation des services publics est amelioree aupres de 5 ministeres pilotes et des STD des deux regions d'intervention (Vatovavy Fitovinany et Antsimo Adrefana) * Les outils de l'e-gouvernance sont utilises dans l'administration et la gestion des affaires publiques * Le systeme de gestion des effectifs, des emplois et des competences est mis en place et operationnel dans l'administration publique",* Efficacite de l'administration publique amelioree par la mise en place d'un plan d'action pour la reforme de l'administration,La qualite de prestation des services publics cibles est amelioree (taux de satisfaction des usagers),Cloture,Non Genre,National-Regional," - ANALAMANGA
 - ATSIMO-ANDREFANA
 - VATOVAVY-FITOVINANY",ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance," - Ministere de la Fonction Publique, du Travail et des Lois Sociales
 - Presidence",PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,130400,524565,130400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524565,130400,130400
PNUD : Programme des Nations Unies pour le Developpement,PROGRAMME CONJOINT SUR LA DECENTRALISATION ET LA DECONCENTRATION,"Le projet s'inscrit dans l'appui de l'ensemble du SNU a la mise en ìuvre du PN2D (Programme National Decentralisation & Deconcentration) valide en 2006, et vise a soutenir l'initiative etatique lancee en 2007 de confier aux communes la mission socio-economique pour servir de point d'ancrage du developpement local d'une part, et a donner aux regions la vocation specialisee d'impulser le developpement economique et social.",Les CTD et les STD dans les regions ciblees assurent efficacement leur mission de developpement economique et social et assurent la gouvernance participative et solidaire. Le Ministere en charge de la Decentralisation est capable de mettre a jour et d'assurer la mise en ìuvre et le suivi du PN2D. Les communes (ainsi que les OPCI) sont capables d'assurer leurs missions en matiere de developpement et de gouvernance locale. Les administrations des Regions sont capables d'assurer leurs missions en matiere de developpement.,* Code des CTD elabore * 13 cellules 2D redynamisees aupres de 17 Ministeres sectoriels * 7 plans de deconcentration disponibles * 2000 exemplaires du Guide du Maire et du Manuel de redaction des documents administratifs communaux produits et traduits en malagasy * 1 concours national des Meilleures Communes organise * Actualisation des monographies et des Plans Regionaux de Developpement sur 2 Regions cibles * Elaboration de 7 Plans Communaux de Developpement * Definition d'un Systeme Integre d'Information et de Suivi-Evaluation sur chaque Region-cible * Analyse institutionnelle et organisationnelle disponible pour chaque institution regionale ciblee * Definition d'un dispositf d'appui a la gestion communale et a la gouvernance locale sur chaque Region ciblee,Cloture,Non Genre,National-Regional," - ANALAMANGA
 - ATSIMO-ANDREFANA
 - VATOVAVY-FITOVINANY",ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance,Ministere de l'Interieur et de la Decentralisation,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,658411,0,0,3950,100000,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662361,0,580000
PNUD : Programme des Nations Unies pour le Developpement,APPUI A L'URBANISATION DES COLLECTIVITES TERRITORIALES DECENTRALISEES,"L'objectif du projet est de mettre en place un processus d'urbanisation soutenu des communes. Le projet joue un role d'appui institutionnel dans ce processus. D'une part, il incite le ministere en charge de l'amenagement du territoire (en particulier la direction de l'amenagement du territoire, la direction des infrastructures et de l'habitat et la direction de l'appui a la reforme fonciere a exercer leurs fonctiosn regaliennes et d'appui aux collectivites decentralisees; et d'autre part il fournit un appui direct au developpement urbain des communesdes zones d'intervention et au renforcement des capacites des responsables et acteurs locaux.",Les CTD et les STD assument efficacement leur mission de developpement economique et social et assurent la gouvernance participative et solidaire (volet urbanisme),"* Les communes des zones d'intervention sont dotees de programmes locaux de developpement urbain et de restructuration de quartiers * Les programmes locaux de developpement urbain et de restructuration de quartiers sont mis en oeuvre par les communes * Les structures centrales du ministere en charge de l'urbanisme et du foncier disposent des capacites necessaires pour assurer la planification , la mise en oeuvre et le suivi des activites",Cloture,Non Genre,National-Regional," - ALAOTRA-MANGORO
 - ANALAMANGA
 - ATSIMO-ANDREFANA",INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER," - Gouvernance
 - Solidarite",Ministere de l'Interieur et de la Decentralisation,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,135195,198400,0,0,200000,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135195,0,848400
PNUD : Programme des Nations Unies pour le Developpement,PROJET D'APPUI A LA REGION VATOVAVY FITOVINANY,,"Declinaison au niveau regional des appuis du PNUD pour la decentralisation, la lutte contre le VIH, l'emploi et l'alphabetisation",,Cloture,Non Genre,Regional,VATOVAVY-FITOVINANY," - SOCIAL
 - ADMINISTRATIF"," - EDUCATION
 - GOUVERNEMENT ET SOCIETE CIVILE
 - SANTE",OTHER," - Gouvernance
 - Education
 - Sante
 - Economie",Ministere de l'Interieur et de la Decentralisation,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,115143,97846,115143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97846,115143,115143
PNUD : Programme des Nations Unies pour le Developpement,PROJET D'APPUI A LA REGION ATSIMO ANDREFANA,,"Declinaison pour la region des appuis du PNUD sur le renforcement des capacites (decentralisation), de la lutte contre le SIDA, pour l'emploi et l'alphabetisation",,Cloture,Non Genre,Regional,ATSIMO-ANDREFANA," - SOCIAL
 - ADMINISTRATIF"," - EDUCATION
 - GOUVERNEMENT ET SOCIETE CIVILE
 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE",OTHER," - Gouvernance
 - Education
 - Sante
 - Economie",Ministere de l'Interieur et de la Decentralisation,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,88487,84946,88487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84946,88487,88487
PNUD : Programme des Nations Unies pour le Developpement,GESTION DES RISQUES ET CATASTROPHES NATURELS,Reduire de façon durable et integrer les risques et les impacts des catastrophes naturelles a Madagascar au niveau des 22 regions,Renforcement de la mise en oeuvre de la Strategie Nationale de Gestion des Risques et Catastrophes a Madagascar.,"* Capacites nationales developpees par des formations regulieres des intervenants en GRC ;   * Capacites a long terme pour la gestion des risques et catastrophes au niveau national, regional et local renforcees ;   * Systeme d'information exhaustive renforce;   * Interventions rapides d'urgence gräce a l'amelioration de la communication:   * Strategie de financement perenne mise en place;   * Gestion des risques et vulnerabilite integree dans toutes les strategies et les programmes sectoriels;   * Partenariats etablis.",Cloture,Non Genre,National, ,ADMINISTRATIF,AIDE HUMANITAIRE,OTHER,Solidarite,Ministere de l'Interieur et de la Decentralisation,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,1250700,644617,0,0,1244984,0,0,687583,1849965,0,0,0,0,206941,0,0,0,0,0,0,0,0,0,2784125,1250700,1849965
PNUD : Programme des Nations Unies pour le Developpement,AMENAGEMENT DU TERRITOIRE,Le projet consiste a appuyer le Ministere en charge de l'Amenagement du territoire et de l'Urbanisme pour se doter d'outils et d'instruments de planification pour une gestion rationnelle du territoire: *L'elaboration du Schema National d'Amenagement du Territoire (SNAT)  *Le renforcement institutionnel du departement de l'Amenagement du Territoire  *La mise en place du Comite National et Regional de l'Amenagement du Territoire - CNAT / CRAT  *L'elaboration des Schemas Regionaux d'Amenagement du Territoire (SRAT)  *L'appui a la mise en ìuvre de la decentralisation et de la deconcentration *La production et la normalisation des informations territoriales,*Reduire les disparites intra et inter regionales pour un developpement equilibre et accroÓtre l'egalite des chances des citoyens ; *Integrer l'economie nationale au marche regional et international ; *Promouvoir la structuration et l'articulation des zones d'activites et de concentrations humaines ; *Creer un cadre de vie attractif et securise tant en milieu urbain qu'en milieu rural ; *Rationaliser et ameliorer la gestion et la valorisation des ressources naturelles.,Phase 1 : Diagnostic territorial et elaboration du schema national des orientations sectorielles et transversales Phase 2 : Elaboration des SRAT (pour 2010) Phase 3 : Definition de la vision a 30 ans (2010-2011) Phase 4 : Mise en coherence generale des orientations sectorielles et transversales par rapport a la vision a 30 ans (2011-2012),Cloture,Non Genre,National, ,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,"FOOD, SECURITY & NUTRITION",Infrastructures,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,619430,898522,0,0,19854,100000,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918376,619430,500000
PNUD : Programme des Nations Unies pour le Developpement,LUTTE CONTRE LE VIH-SIDA,* Appuyer la mise en place du cadre legal et institutionnel pour une reponse decentralisee au VIH-SIDA * Appuyer la mise en oeuvre a tous les niveaux d'un systeme national unique pour la planification et le suivi-evaluation de la reponse au VIH-SIDA,Les priorites d'action de la reponse nationale au VIH-SIDA sont fondees sur une analyse des informations strategiques,,Cloture,Peu significatif,National, ,SOCIAL,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,OTHER,Sante,Presidence,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,289502,170729,0,0,179607,0,0,0,150000,0,33091,0,0,0,0,0,0,0,0,0,0,0,0,383427,289502,150000
PNUD : Programme des Nations Unies pour le Developpement,VILLAGE DU MILLENAIRE,"Interventions multisectorielles ciblees (agriculture, sante, education, infrastructures, eau, assainissement, energie et environnement), avec une approche transversale genre et sous leadership communautaire.....",Mise en oeuvre du concept de village du millenaire a Sambaina (region Analamanga) : realisation des OMD et du MAP a petite echelle,,En Cours,Assez significatif,Regional,ANALAMANGA,ADMINISTRATIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Solidarite,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,243077,387373,416858,0,0,0,0,400891,136000,0,18721,0,0,0,0,0,0,0,0,0,806985,243077,552858
PNUD : Programme des Nations Unies pour le Developpement,Renforcement des Capacites Locales et Nationales en gestion des risques et catastrophes,"Les populations les plus vulnerables dans les regions affectees, utilisent les dispositifs de prevention, d&#39;adaptation, de protection et les mesures de reduction des riques et des catastrophes",,"* Les instances nationales en (BNGRC et CPGU) charge de la RRC sont outillees pour assurer la preparation, la coordination et la mise en ìuvre des reponses aux urgences  * La reduction des riques et des catastrophes est integree dans ka politique nationale en matiere d&#39;education formelle  * Une evaluation globale des risques de catastrophes incluant l&#39;evaluation des capacites de gestion du changement climatique est realisee  * La FACDEGS est outillee pour assurer la formation en RRC  * Le Management est assure par une equipe competente dediee au projet et qui assure les besoins de suivi et d&#39;evaluation requis par les politiques et procedures du PNUD",En Cours,Non Genre,National-Regional,ANDROY,ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance, ,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,0,0,0,0,0,0,796360,723873,796360,0,460209,0,0,345656,0,0,0,0,0,0,1184082,796360,796360
PNUD : Programme des Nations Unies pour le Developpement,PIMS 4172 BD PPG: Network Management Resources Protected Areas Madagascar (GEF),,,,En Cours,Non Genre,National, ,SOCIAL,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Environnement, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,216601,0,0,495616,0,0,0,0,0,0,216601,0,0
PNUD : Programme des Nations Unies pour le Developpement,PIMS 2503(National Capacity Self Assessment)NCSA Madagascar,,,,En Cours,Non Genre,National, ,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3632,0,0,0,0,0,0,0,0,0
PNUD : Programme des Nations Unies pour le Developpement,"DDCS- Droits, devoirs et cohesion sociale",,"- Reduire les violations des droits de l'homme et actes d'incivismes - Reduire les risques d'aggravation de violence, de conflits et d'insecurite",,En Cours,Non Genre,National-Regional," - ANALAMANGA
 - ATSIMO-ANDREFANA
 - National",SOCIAL,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Solidarite,"Ministere de la Population, de la Protection Sociale et de la Promotion de la Femme",PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,1761223,348878,2081175,1277393,957688,1002911,0,1280660,1481000,0,872009,0,0,708126,0,0,0,0,0,0,3459235,3038616,4565086
PNUD : Programme des Nations Unies pour le Developpement,Mise en ìuvre des actions prioritaires issues des preoccupations des jeunes a Madagascar,"Ce projet va consister a :     collecter et a traiter les preoccupations des jeunes notamment concernant leurs droits civils, politiques, economiques,     traduire les preoccupations des jeunes en strategie et plan d&#39;action,     mettre en ìuvre et a perenniser les actions prioritaires issues du plan d&#39;action.   La collecte des preoccupations s'effectue suivant la methode traditionnelle des enquêtes par porte a porte, par focus groupe et autres reunions informatives ainsi que par l'utilisation des nouvelles technologies de l'information telles que la telephonie mobile et les SMS, les reseaux sociaux (facebook, twitter et blogs sur site web)Une fois collectees, les preoccupations sont analysees statistiquement de sorte que la ou les strategies et plans d'actions seront elabores dans le but d'adresser ce qui tourmente effectivement la majorite des jeunes femmes et jeunes hommes du monde rural et du milieu urbain, ce qui ne nous permet pas de fixer a l'avance quelle thematique sera abordee.   Apres publication et large diffusion des strategies et plans d'actions, un concours qui va primer les trois meilleures initiatives sera lance au niveau national.   Le renforcement des capacites des jeunes et des responsables de la jeunesse malgache en programmation en faveur des jeunes et en finance inclusive en faveur des jeunes ainsi que des voyages d'echanges entre jeunes malgaches et jeunes d'un autre pays seront egalement organises.   La poursuite du projet pourra être envisagee dans le cadre de l'elaboration des strategies et plans d'actions autres que ce qui pourra être finalise dans le cadre de ce projet. Et la perennisation des activites pour une replication des resultats se realisera par la prise en main des activites par les differentes structures de la jeunesse, dont l'Institut national de la jeunesse et ses demembrements, ainsi que par le Consortium National de la Participation Citoyenne qui se seront approprie les resultats.",,"  Les preoccupations des jeunes notamment concernant leurs droits civils, politiques, economiques sont collectees et traitees     Les preoccupations des jeunes sont traduites en strategie et plan d&#39;action     Les actions prioritaires issues du plan d&#39;action sont mises en ìuvre et perennisees     Le projet est gere efficacement",En Cours,Genre,National, ,SOCIAL,NON AFFECTE/ NON SPECIFIE,OTHER,Solidarite,Ministere de la Jeunesse et du Sport,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,0,0,0,0,0,0,401089,0,0,0,247897,0,0,250851,0,0,0,0,0,0,247897,401089,0
PNUD : Programme des Nations Unies pour le Developpement,MSDLCP - Moyens de subsistance durables et lutte contre la pauvrete,,"- Dispositifs d'information, d'orientation et d'appui aux populations et aux entreprises en matiere de promotion economoqiue et sociale dans les zones cibles - Partenariats pour assurer la disponibilite des services - Cadre de promotion, de coordination et de controle du secteur de la microfinance - Appuis aux entreprises / PME victimes de la crise - CNLS et ses demembrements capables de coordonner la reponse au VIH-SIDA - Cadre institutionnel et programmatique du secteur de l'eau et de l'assainissement",,En Cours,Assez significatif,National-Regional," - ANALAMANGA
 - ATSIMO-ANDREFANA
 - National",SOCIAL," - DISTRIBUTION D'EAU ET ASSAINISSEMENT
 - ENTREPRISES ET AUTRES SERVICES",OTHER," - Developpement rural
 - Economie",Ministere de l'economie et de la Planification,PNUD : Programme des Nations Unies pour le Developpement,Inscrit dans la Loi de Finances,0,0,0,3011327,867139,2958727,2637973,1841335,2437967,0,1512738,1803627,0,1038252,0,0,1662587,0,0,0,0,0,0,5259464,5649300,7200321
PNUD : Programme des Nations Unies pour le Developpement,APPUI AU PROGRAMME PAYS,,Appui aux fonctions de planification et de suivi-evaluation du programme du PNUD a Madagascar,,En Cours,Non Genre,National, ,ADMINISTRATIF,FRAIS ADMINISTRATIFS DES DONNEURS,OTHER,Non aligne,Ministere de l'economie et de la Planification,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,477200,552950,0,600000,1091085,0,600000,716214,1541023,0,1520874,1201482,0,1137552,0,0,1057476,0,0,0,0,0,0,5018675,1677200,2742505
PNUD : Programme des Nations Unies pour le Developpement,Planification Strategique et Gestion des Politiques de Developpement,,- Ameliorer l'information sur le suivi des indicateurs economiques nationaux - Etudes sur la situation de developpement - Appui au suivi et a la coordination de l'aide - Systemes d'information au niveau regional,,En Cours,Non Genre,National-Regional," - ANALAMANGA
 - ATSIMO-ANDREFANA
 - National",ADMINISTRATIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Gouvernance,Ministere de l'economie et de la Planification,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,856200,421765,830200,0,812190,817779,0,935400,1168000,0,618299,0,0,505192,0,0,0,0,0,0,2787654,856200,2815979
PNUD : Programme des Nations Unies pour le Developpement,Programme d'Appui a la Finance Inclusive Madagascar (PAFIM),"L&#39;acces des population, en particulier les couches vulnerables, au financement de leurs activites est ameliore",,"* Au niveau macro : Les acteurs de coordination et de supervision (CSBF, CNMF et MINAGRI) disposent de copetences et ourils indispensables en vue de l&#39;amelioration du cadre legal et reglementaire du secteur;  * Au niveau meso : L&#39;infrastructure technique (APIMF et les Consultants) et financiere est renforcee en vue d&#39;offrir des services diversifies et accessibles aux populations cibles;  * Au niveau micro : Des appuis techniques sont apportes aux IMF en vue de leur professionnalisation; des produits adaptes aux besoins des populations cibles sont developpes avec les IMF afin d&#39;ameliorer l&#39;acces.",En Cours,Non Genre,Regional," - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA",ADMINISTRATIF,BANQUES ET SERVICES FINANCIERS,OTHER,Non aligne,Ministere des Finances et du Budget,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,0,0,0,0,0,0,550000,591180,550000,0,717010,0,0,904520,0,0,0,0,0,0,1308190,550000,550000
PNUD : Programme des Nations Unies pour le Developpement,Projet dÍappui au cycle electoral 2012-2014 a Madagascar _ PACEM,"Le PACEM est en parfaite coherence avec le cadre de l'assistance technique du PNUD au gouvernement malgache. Il procede egalement de la volonte des partenaires exterieurs dÇaccompagner le cycle electoral et de contribuer a la realisation des activites liees a l'organisation des consultations generales et locales de sortie de crise prevues en 2013, a savoir : l'election presidentielle, les elections legislatives et les elections communales. En ce sens, ce projet se propose de renforcer les capacites organisationnelles, techniques, financieres et operationnelles de tous les acteurs impliques dans le processus electoral dont la CENI-T, principale beneficiaire de lÇassistance electorale, mais aussi le gouvernement et les institutions publiques, les partis politiques, les organisations de la societe civile, la plateforme des femmes en politique, les groupes sous-representes, les medias, etc...","Apporter une assistance au renforcement des capacites des principaux acteurs du processus electoral (la Commission Electorale Nationale Independante de la Transition, le gouvernement et les institutions publiques, les partis politiques, les organisations de la societe civile, la plateforme des femmes en politique, les sages, les groupes sous-representes ou marginalises, les medias)",,En Cours,Assez significatif,National, ,ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance, ,PNUD : Programme des Nations Unies pour le Developpement,Hors Budget,0,0,0,0,0,0,0,0,0,4000000,1000000,0,0,2410867,0,0,1267481,0,0,0,0,0,0,3410867,4000000,0
PNUD : Programme des Nations Unies pour le Developpement,Preparation Adaptation,,,,En Cours,Non Genre,National, ,ADMINISTRATIF,NON AFFECTE/ NON SPECIFIE,OTHER,Non aligne, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,0
PNUD : Programme des Nations Unies pour le Developpement,RCR GRC Sud-Est,,,,En Cours,Non Genre,National, ,ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25008,0,0,0,0,0,0,0,0,0
PNUD : Programme des Nations Unies pour le Developpement,Developpement et planification territoriale,,,,En Cours,Non Genre,National, ,INFRASTRUCTURE,NON AFFECTE/ NON SPECIFIE,OTHER,Non aligne, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507183,0,0,0,0,0,0,0,0,0
PNUD : Programme des Nations Unies pour le Developpement,PNUD: Decaissements Previsionnels,,,,Prevu,Non Genre,National, ," - PRODUCTIF
 - INFRASTRUCTURE
 - SOCIAL
 - ADMINISTRATIF",NON AFFECTE/ NON SPECIFIE,OTHER,Non aligne, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10300000,9400000,8025000,8025000,8025000,8025000,0,0,42400000
PROTOS,Acces et gestion de l'eau a Madagascar,,,R1. L'Acces durable a l'eau potable est assure dans la vallee d'Andromba pour 12.000 habitants.  R2: L'Acces durable a l'eau potable est assure pour 8.000 habitants dans le district d'Antanifotsy.  R3: Les services de base d'eau et d'assainissement sont ameliores de maniere durable pour les habitants des quartiers populaires de Toamasina.,En Cours,Non Genre,Regional," - ANALAMANGA
 - ATSINANANA
 - ITASY
 - VAKINANKARATRA",INFRASTRUCTURE,DISTRIBUTION D'EAU ET ASSAINISSEMENT,"FOOD, SECURITY & NUTRITION",Infrastructures, , ,Hors Budget,0,2027432.352,0,0,732436,0,0,614375.46,614375.46,0,721359.21,545726.315,0,512213.698,0,0,0,543209.876,543209.876,0,0,0,0,4607816.72,0,1703311.651
REGION Alsace IRCOD,Ambato Ambarimay - Appui a la commune rurale d'Ambato Ambarimay (Appui institutionnel),- Ameliorer l&#39;approvisionnement en eau potable.  - Ameliorer la gestion des dechets.  - Ameliorer le fonctionnement et la gestion des marches.  - Renforcer et ameliorer le fonctionnement des services communaux.  - Fournir aux enfants internes de l&#39;enseignement seconadire des structures d&#39;encadrement de base.,"Renforcer les capacites de maÓtrise d'ouvrage et de maÓtrise d'ìuvre de l'OPCI d'Ambato Boeny, a travers des actions pilotes menees au sein de la Commune rurale d'Ambato Ambarimay.","- les services communaux sont ameliores en terme de ficalite : relance de la chÓne fiscale avec l&#39;edition et la distribution d&#39;avis d&#39;imposition et un recensement des contribuables, du materiel informatique est fourni, un logiciel de gestion ficale est installe.  - l&#39;approvisionnement en eau potable est ameliore avec un renforcement de la maÓtrise d&#39;ouvrage, la mise en place d&#39;une gestion communale de l&#39;eau. Des insfrastructures existantes sont renovees et de nouveaux points d&#39;eau sont construits.  - un syteme de pre-collecte et de collecte des dechets est adopte.  - la gestion et le suivi financier du marche sont ameliores (recensement informatise des commerçants, elaboration d&#39;un regelement, mise en place d&#39;outils de gestion) et les infrastructures sont renovees et l&#39;hygiene amelioree.",En Cours,Non Genre,Regional,BOENY,ADMINISTRATIF,AGRICULTURE,OTHER,Gouvernance,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",REGION Alsace IRCOD,Hors Budget,0,67647.058,0,55245.714,101648,0,73914.666,54628.876,0,0,82236.842,0,0,0,0,0,0,0,0,0,0,0,0,306160.776,129160.38,0
REGION Alsace IRCOD,Commune Urbaine de Mahajanga - Appui a la CUM dans le domaine del'urbanisme et de l'amenagement du territoire,Accompagner la CUM dans la definition d&#39;une politique en matiere d&#39;amenagement du territoire et d&#39;urbanisme.,"- Ameliorer la situation sanitaire et l'amenagement de deux quartiers pilotes. - Doter la CUM d'un veritable outil pour la gastion du foncier, de l'urbanisme et des recettes fiscales.",- le nettoyage et l&#39;entretien du canal du vallon Metzinger sont assures.  - la proprete des quartiers est assuree gräce aux actions de pre-collecte des dechets.  - des actions d&#39;animation et de sensibilisation sont organisees a destination des populations.  - des infrastructures sont ameliorees ou construites  - l&#39;urbanisme est controle  - le plan cadastral est informatise,En Cours,Non Genre,Regional,BOENY,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,"FOOD, SECURITY & NUTRITION"," - Gouvernance
 - Sante","Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",REGION Alsace IRCOD,Hors Budget,0,0,0,0,30666.666,0,0,48483.127,0,0,40131.578,0,0,0,0,0,0,0,0,0,0,0,0,119281.371,0,0
REGION Alsace IRCOD,Commune Urbaine de Mahajanga - Appui a la sante communautaire,- Ameliorer l&#39;organisation et le fonctionnement du Bureau Municipal d&#39;hygiene et de sante (BMHS) de la CUM.  -Ameliorer la situation sanitaire dans les quartiers de la ville,Fournir aux populations de la Ville de Mahajanga des structures sanitaires de proximte performantes.,"- Le reglement sanitaire de la ville est mis a jour.  - Un appui est fourni pour doter le service de materiel et de medicaments.  - Les soins apportes au personnel de la commune sont ameliores.  - la situation sanitaire des quartiers est amelioree par l&#39;actualisation du reglement sanitaire de la ville, une remise a plat des conventions de gestion des infrastructures sanitaires des quartiers, un inventaire des infrastructures, la creation d&#39;outils de suivi et le renforcement du BMHS dans sa mission de police sanitaire.",Prevu,Non Genre,Regional,BOENY,SOCIAL,SANTE,OTHER,Sante," - Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire
 - Ministere de la Sante Publique",REGION Alsace IRCOD,Hors Budget,0,0,0,0,0,12632,0,0,5462.887,0,2921,0,0,0,0,0,0,0,0,0,0,0,0,2921,0,18094.887
